Gender,Ethnicity,EEO4 Description,EEOP Job Group Description,Department  ,EEO Function,Age,Employment Status
Female,Black/African American,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Black/African American,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Female,Asian,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Two or More Races,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Two or More Races,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Black/African American,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Male,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Male,Hispanic/Latino,Officials and Administrators,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Executive Management
Male,White,Professionals,Officials and Adminstrators,AGRICULTURE & ENVIRON MGMT,Natural Resources,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,ASSESSOR,Financial Administration,40 - 49,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,ASSESSOR,Financial Administration,40 - 49,Classified  Permanent
Male,Asian,Technicians,Professionals,ASSESSOR,Financial Administration,40 - 49,Classified  Permanent
Female,Asian,Professionals,Officials and Adminstrators,ASSESSOR,Financial Administration,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,ASSESSOR,Financial Administration,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,ASSESSOR,Financial Administration,40 - 49,Classified  Permanent
Male,Asian,Officials and Administrators,Officials and Adminstrators,ASSESSOR,Financial Administration,40 - 49,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified Probationary
Female,American Indian/Alaska Native,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Officials and Adminstrators,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,White,Professionals,Officials and Adminstrators,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Not Applicable,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,White,Professionals,Officials and Adminstrators,BEHAVIORAL HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Male,Not Applicable,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,40 - 49,Classified  Permanent
Female,White,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,40 - 49,Classified  Permanent
Female,Black/African American,Administrative Support,Administrative Support,COMMUNICATIONS,Police Protection,40 - 49,Unclassified Extra Help
Female,Hispanic/Latino,Administrative Support,Administrative Support,COMMUNITY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,COMMUNITY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,COMMUNITY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Administrative Support,Administrative Support,COMMUNITY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,COMMUNITY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Administrative Support,COMMUNITY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,COMMUNITY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,COMMUNITY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,COMMUNITY HEALTH SERVICES,Health,40 - 49,Unclassified Extra Help
Female,Asian,Officials and Administrators,Officials and Adminstrators,CONTROLLER TREASURER,Financial Administration,40 - 49,Classified  Permanent
Female,Asian,Officials and Administrators,Officials and Adminstrators,CONTROLLER TREASURER,Financial Administration,40 - 49,Executive Management
Female,Asian,Administrative Support,Administrative Support,COUNTY COUNSEL,Financial Administration,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,COUNTY COUNSEL,Financial Administration,40 - 49,Classified  Permanent
Female,Asian,Paraprofessionals,Administrative Support,DEPT OF CHILD SUPPORT SERVICES,Other,40 - 49,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,COUNTY COUNSEL,Financial Administration,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,COUNTY COUNSEL,Financial Administration,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Administrative Support,Administrative Support,COUNTY EXECUTIVE,Financial Administration,40 - 49,Classified Provisional
Female,Hispanic/Latino,Professionals,Officials and Adminstrators,COUNTY EXECUTIVE,Financial Administration,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,COUNTY EXECUTIVE,Financial Administration,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,COUNTY EXECUTIVE,Financial Administration,40 - 49,Classified  Permanent
Male,White,Professionals,Officials and Adminstrators,COUNTY EXECUTIVE,Financial Administration,40 - 49,Unclassified  Benefits
Female,Hispanic/Latino,Officials and Administrators,Officials and Adminstrators,COUNTY EXECUTIVE,Financial Administration,40 - 49,Executive Management
Female,White,Officials and Administrators,Officials and Adminstrators,COUNTY EXECUTIVE,Financial Administration,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Officials and Administrators,Officials and Adminstrators,COUNTY EXECUTIVE,Financial Administration,40 - 49,Executive Management
Female,White,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,40 - 49,Unclassified Extra Help
Male,Hispanic/Latino,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,40 - 49,Classified  Permanent
Female,Two or More Races,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,COUNTY LIBRARY,Other,40 - 49,Classified  Permanent
Male,White,Professionals,Professionals,COUNTY LIBRARY,Other,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,COUNTY LIBRARY,Other,40 - 49,Unclassified Extra Help
Female,Two or More Races,Administrative Support,Administrative Support,PARKS & RECREATION,Natural Resources,40 - 49,Classified  Permanent
Male,White,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,40 - 49,Unclassified Extra Help
Male,Black/African American,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,40 - 49,Classified  Permanent
Male,Asian,Protective Service Workers,Protective Services - Sworn,PARKS & RECREATION,Natural Resources,40 - 49,Classified  Permanent
Male,White,Protective Service Workers,Protective Services - Sworn,PARKS & RECREATION,Natural Resources,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,PARKS & RECREATION,Natural Resources,40 - 49,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,COUNTY CLERK-RECORDER,Other,40 - 49,Classified Probationary
Male,Hispanic/Latino,Administrative Support,Administrative Support,COUNTY CLERK-RECORDER,Other,40 - 49,Classified Probationary
Female,Not Applicable,Professionals,Officials and Adminstrators,COUNTY CLERK-RECORDER,Other,40 - 49,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,CUSTODY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,40 - 49,Unclassified Extra Help
Female,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Black/African American,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,40 - 49,Unclassified Extra Help
Male,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,40 - 49,Classified  Permanent
Female,Two or More Races,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,40 - 49,Unclassified Extra Help
Female,Hispanic/Latino,Administrative Support,Administrative Support,DEPARTMENT OF CORRECTION,Corrections,40 - 49,Classified  Permanent
Male,White,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,40 - 49,Classified  Permanent
Male,Asian,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,40 - 49,Classified  Permanent
Female,Asian,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,DEPARTMENT OF CORRECTION,Corrections,40 - 49,Classified  Permanent
Female,White,Paraprofessionals,Administrative Support,DEPT OF CHILD SUPPORT SERVICES,Other,40 - 49,Classified  Permanent
Female,Black/African American,Paraprofessionals,Administrative Support,DEPT OF CHILD SUPPORT SERVICES,Other,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,DEPT OF CHILD SUPPORT SERVICES,Other,40 - 49,Classified  Permanent
Male,White,Professionals,Officials and Adminstrators,DEPT OF CHILD SUPPORT SERVICES,Other,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Officials and Administrators,Officials and Adminstrators,DEPT OF CHILD SUPPORT SERVICES,Other,40 - 49,Executive Management
Female,White,Officials and Administrators,Officials and Adminstrators,DEPT OF CHILD SUPPORT SERVICES,Other,40 - 49,Classified Probationary
Female,Asian,Professionals,Officials and Adminstrators,DEPT OF ENVIRONMENTAL HEALTH,Natural Resources,40 - 49,Classified  Permanent
Male,White,Professionals,Officials and Adminstrators,DEPT OF ENVIRONMENTAL HEALTH,Natural Resources,40 - 49,Classified  Permanent
Male,White,Professionals,Professionals,DEPT OF PLANNING & DEVELOPMT,Community Development,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,DEPT OF PLANNING & DEVELOPMT,Community Development,40 - 49,Classified Probationary
Male,Hispanic/Latino,Administrative Support,Administrative Support,DEPT OF TAX AND COLLECTIONS,Financial Administration,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,40 - 49,Classified  Permanent
Female,White,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,DEPT OF CHILD SUPPORT SERVICES,Other,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,40 - 49,Classified  Permanent
Female,American Indian/Alaska Native,Administrative Support,Administrative Support,DISTRICT ATTORNEY,Financial Administration,40 - 49,Classified  Permanent
